,level_0,index,state,state_location,id,backers_count,parent_id_category,converted_pledged_amount,pledged,name_category,goal,thumb_photo,score,fascia
1215,1215,1215,failed,Lombardia,1102764244,91,technology,7084,6491.75,Hardware,150000.0,https://ksr-ugc.imgix.net/assets/012/169/070/3e0863ac6056478f5e2b1902e60a9baf_original.png?crop=faces&w=48&h=27&fit=crop&v=1463739291&auto=format&q=92&s=79499a85f6232854fe4d0558ce09c7a1,1.84938543913628,Alta
1216,1216,1216,failed,Lazio,1102838149,7,technology,432,406.0,Flight,4000.0,https://ksr-ugc.imgix.net/assets/014/935/915/7764114569108cdd82f4c2186313a436_original.JPG?crop=faces&w=48&h=27&fit=crop&v=1482858912&auto=format&q=92&s=afbc276f9e786e33dee1c73e1daa7822,13.5419738119868,Media
1217,1217,1217,failed,Lazio,1103556333,2,fashion,12,11.0,Jewelry,1300.0,https://ksr-ugc.imgix.net/assets/025/438/641/97153ae92e67fecd5251deb5bba77ba1_original.jpg?ixlib=rb-2.1.0&crop=faces&w=48&h=27&fit=crop&v=1560184707&auto=format&frame=1&q=92&s=9544766d12a02a8b9fcedd0621b00eb1,31.208431274814,Bassa
1218,1218,1218,failed,Emilia-Romagna,1103920570,1,art,11,10.0,Installations,3500000.0,https://ksr-ugc.imgix.net/assets/012/224/766/7a2f879062bc73517ce62ccf90916df4_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1463743846&auto=format&q=92&s=9dcac7494b7e9664d1da3b1913eef452,21.5838543781698,Alta
1219,1219,1219,failed,Lombardia,1104761639,8,fashion,1115,980.0,Accessories,4500.0,https://ksr-ugc.imgix.net/assets/012/200/557/2ed4156166568b2d1f3ad0214c42d251_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1463741457&auto=format&q=92&s=ab755d9d6c1272858ed13e3c81740259,21.4058447163478,Media
1220,1220,1220,successful,Toscana,1104971118,107,technology,7138,6615.0,Gadgets,1000.0,https://ksr-ugc.imgix.net/assets/015/019/019/b80524492afd9d74e74c02abad923d82_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1483392299&auto=format&q=92&s=62301fc582a09497c66c1947c3d7a451,18.8978783454822,Bassa
1221,1221,1221,successful,Veneto,1105480028,134,technology,69017,61328.0,3D Printing,39000.0,https://ksr-ugc.imgix.net/assets/012/180/044/66642b36cc5f43c62d656696130e2645_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1463739719&auto=format&q=92&s=15ccd4d932e1b502380c01116d801482,152.586549385019,Alta
1222,1222,1222,successful,Piemonte,1107051470,228,technology,66325,53991.0,Camera Equipment,20000.0,https://ksr-ugc.imgix.net/assets/020/408/010/b30bbd8572778b021602f6c22f36c3c3_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1522758353&auto=format&q=92&s=7a2c96d0d3e337ba6f387a9e48c7f6a8,24.9809641364423,Alta
1223,1223,1223,failed,Lombardia,1107347608,2,technology,35,30.0,Web,80000.0,https://ksr-ugc.imgix.net/assets/017/142/561/d90d8ab2734c026d4354b4f1332437de_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1497716165&auto=format&q=92&s=308d70c78958c3003924f0bbcf458722,19.3734915736302,Alta
1224,1224,1224,successful,Campania,1107518942,208,games,18784,16195.5,Tabletop Games,3000.0,https://ksr-ugc.imgix.net/assets/018/229/774/b91cefa4adbfe143f8c5d845c2f1bdea_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1508318079&auto=format&q=92&s=88d8ab9dc775265437f90e70d298aedb,16.32123229729,Bassa
1225,1225,1225,failed,Puglia,1107701462,28,technology,5505,5010.0,Wearables,50000.0,https://ksr-ugc.imgix.net/assets/013/478/026/7b8579135edc0f75cdf78c3fb586314c_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1472032190&auto=format&q=92&s=4962fae95fb904710aa27ebbc48d1ec8,-4.06946035019567,Alta
1226,1226,1226,successful,Lombardia,1109420032,29,Film & Video,1412,1218.0,Shorts,1150.0,https://ksr-ugc.imgix.net/assets/018/738/027/c37f84a4e3a1393042be0a3d01ae7487_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1507907484&auto=format&q=92&s=36c84be99d595d3de05ae701389b5f5a,16.6142730397997,Bassa
1227,1227,1227,failed,Campania,1112514910,17,technology,825,703.0,DIY Electronics,15000.0,https://ksr-ugc.imgix.net/assets/016/772/796/02306c7289ce9db6d5ef3645cc538512_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1495461900&auto=format&q=92&s=0c70279c406e9485f21699a611d3892d,96.712882789139,Media
1228,1228,1228,failed,Toscana,1113919058,16,technology,1620,1444.0,Web,20000.0,https://ksr-ugc.imgix.net/assets/012/295/651/107ab000c4e9d3dadf83aba2161878c2_original.png?crop=faces&w=48&h=27&fit=crop&v=1463752509&auto=format&q=92&s=635ed4583fbfd4a94dea0745349fb1ed,36.6695990039584,Alta
1229,1229,1229,successful,Lazio,1116207057,48,Film & Video,2357,2159.0,Shorts,2000.0,https://ksr-ugc.imgix.net/assets/012/333/863/560bdabb6438fa623d0fd6742b6f70b8_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1463755889&auto=format&q=92&s=37935e2d1bad02145c444879a780581e,67.2488746100258,Bassa
1230,1230,1230,failed,Lazio,1117762796,0,art,0,0.0,Painting,500.0,https://ksr-ugc.imgix.net/assets/012/208/633/ee0de9be716bb867cc518e8b598c6f99_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1463742254&auto=format&q=92&s=baa27516325da0ca0fcac28fb82af406,30.0400397912051,Bassa
1231,1231,1231,successful,Lombardia,1118484356,59,technology,20324,18694.0,3D Printing,4000.0,https://ksr-ugc.imgix.net/assets/015/615/624/c9cad2d78dc8f0724b71dcedc799026e_original.JPG?crop=faces&w=48&h=27&fit=crop&v=1493972285&auto=format&q=92&s=b9ee71a65093a6cd071d9b8265823b2e,31.2813689583398,Media
1232,1232,1232,successful,Emilia-Romagna,1119324209,126,games,2581,2260.0,Playing Cards,1500.0,https://ksr-ugc.imgix.net/assets/024/127/056/7c19b94dc43c6d82666575d26437cec3_original.JPG?ixlib=rb-1.1.0&crop=faces&w=48&h=27&fit=crop&v=1550484566&auto=format&frame=1&q=92&s=3785f30776b033f0e5121e3584b94a3d,43.6709143311643,Bassa
1233,1233,1233,failed,Piemonte,1120229089,29,technology,1307,1185.0,Web,5000.0,https://ksr-ugc.imgix.net/assets/012/445/331/3efd647a517ef459b68e15f8e208f0fa_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1465481900&auto=format&q=92&s=2e190d18cd583f950206caed66c2b883,14.4028644691057,Media
1234,1234,1234,failed,Liguria,1120264179,3,technology,301,265.0,Software,100000.0,https://ksr-ugc.imgix.net/assets/012/246/348/16aeccf4be91bfecb45b12c691c283f7_original.png?crop=faces&w=48&h=27&fit=crop&v=1463746046&auto=format&q=92&s=d78d76e0e718ebedcaba1b64b8272ec2,16.000251571152,Alta
1235,1235,1235,failed,Campania,1121594377,0,publishing,0,0.0,Comedy,30000.0,https://ksr-ugc.imgix.net/assets/018/814/992/190823f6aa650976f4bbe4a448f91d29_original.JPG?crop=faces&w=48&h=27&fit=crop&v=1508362949&auto=format&q=92&s=b6e12d4c38c960d11b208cea12419c62,21.6019241995958,Alta
1236,1236,1236,failed,Veneto,1122437690,0,photography,0,0.0,Nature,1500.0,https://ksr-ugc.imgix.net/assets/012/302/819/2003101d2807ef5225d5a48ede4d6cf6_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1463754143&auto=format&q=92&s=805522f09c926859dd91217833e33d39,-21.3318798113393,Bassa
1237,1237,1237,failed,Lombardia,1123348556,1,music,5,5.0,Pop,15000.0,https://ksr-ugc.imgix.net/assets/018/691/458/60db0ce85b0befb0a46d9380df312b01_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1507673395&auto=format&q=92&s=2b3a2cbeb092910e49568a3b4c6cc274,37.033844903469,Media
1238,1238,1238,failed,Lazio,1123502692,1,dance,1,1.0,Spaces,20000.0,https://ksr-ugc.imgix.net/assets/012/384/375/3f54786009264c270b4b74009e95b240_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1463758263&auto=format&q=92&s=58367853ca89f14201fc2e9a87a1abc3,30.6982213260903,Alta
1239,1239,1239,failed,Piemonte,1124600858,0,games,0,0.0,Live Games,2500.0,https://ksr-ugc.imgix.net/assets/016/290/381/671c9a57c6c472f0220b02fab5071b26_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1492463174&auto=format&q=92&s=ee2f2dfd257ba5b605fb8c7c59213c9a,6.83318390967608,Bassa
1240,1240,1240,failed,Piemonte,1125090315,98,Film & Video,5895,5009.0,Animation,25000.0,https://ksr-ugc.imgix.net/assets/016/131/462/0ecef904f9c3b4885097bf0437ea2982_original.png?crop=faces&w=48&h=27&fit=crop&v=1491323808&auto=format&q=92&s=11f0f9cfa548d9a19aaa08c870652faf,25.4465391832701,Alta
1241,1241,1241,failed,Friuli Venezia Giulia,1127163974,26,technology,18697,17035.0,Wearables,80000.0,https://ksr-ugc.imgix.net/assets/012/305/795/c658595f6750e54f94d60a9f4397a86a_original.png?crop=faces&w=48&h=27&fit=crop&v=1463754913&auto=format&q=92&s=c7a277688d02f3f7a94c990c035a3957,103.942114964198,Alta
1242,1242,1242,failed,Calabria,1127411803,0,food,0,0.0,Farmer's Markets,20000.0,https://ksr-ugc.imgix.net/assets/012/352/200/90a167b3e01ccbe74fe53550e0637acb_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1463756293&auto=format&q=92&s=cbb796515110f8b2e60905cd602b4e2d,-6.22208869012869,Alta
1243,1243,1243,failed,Puglia,1128846449,7,music,1405,1344.0,Classical Music,15000.0,https://ksr-ugc.imgix.net/assets/014/195/594/a25e2ae9b64414c79a6ffdf9b0b009fb_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1476987903&auto=format&q=92&s=8204d9a0ead381f4909bab27c1f47ec1,0.0,Media
1244,1244,1244,failed,Piemonte,1129046740,10,fashion,1533,1244.0,Footwear,5000.0,https://ksr-ugc.imgix.net/assets/019/875/583/c856bd065dfc4c68530639ff28a6d9af_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1522314258&auto=format&q=92&s=5251fabee4022b0a6c16fb31ec71f76d,0.0,Media
1245,1245,1245,failed,Piemonte,1129127899,8,comics,214,182.96,Comic Books,5000.0,https://ksr-ugc.imgix.net/assets/017/781/506/551ac9618350e208c6499c1cde023c28_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1501793621&auto=format&q=92&s=7beff1247d9cd173e942df2861070116,39.7394839851113,Media
1246,1246,1246,failed,Campania,1130613074,0,design,0,0.0,Architecture,25000.0,https://ksr-ugc.imgix.net/assets/016/018/716/59182fcb3ec81adfae8cb69a697b1f7d_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1492333805&auto=format&q=92&s=1e7e2722b520117b5e7509fc7d5b65c1,0.0,Alta
1247,1247,1247,failed,Lazio,1133796629,0,music,0,0.0,Electronic Music,3000.0,https://ksr-ugc.imgix.net/assets/012/229/929/900fe1cfee1f5f3719e9164c868aa427_original.png?crop=faces&w=48&h=27&fit=crop&v=1463744391&auto=format&q=92&s=834a3d4c7b0c2ce91de06172ef764c34,0.0,Bassa
1248,1248,1248,failed,Lazio,1133998862,7,technology,285,252.0,Flight,2300.0,https://ksr-ugc.imgix.net/assets/012/397/061/e04c0e3cf4897275eaa27e7f9998818b_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1463759021&auto=format&q=92&s=4060d0f677d94da2d5a97e9273c79ab8,-2.41816220079161,Bassa
1249,1249,1249,successful,Lombardia,1134572644,667,games,57267,50384.0,Playing Cards,17000.0,https://ksr-ugc.imgix.net/assets/023/824/846/2910062a3eae3e7afd565955163d7f09_original.jpg?ixlib=rb-1.1.0&crop=faces&w=48&h=27&fit=crop&v=1547828638&auto=format&frame=1&q=92&s=9cad27eec57f63d1a79980e1186569ca,34.1818948301512,Alta
1250,1250,1250,failed,Sardegna,1135135749,12,music,277,254.0,Electronic Music,2000.0,https://ksr-ugc.imgix.net/assets/014/052/174/c943c495082dfb7d2bdf575f0f24e204_original.png?crop=faces&w=48&h=27&fit=crop&v=1476112963&auto=format&q=92&s=c51a679d260ae805932860b8b8b91c5f,28.6577398229011,Bassa
1251,1251,1251,successful,Piemonte,1136332695,204,games,3598,3293.0,Video Games,3000.0,https://ksr-ugc.imgix.net/assets/013/876/931/adf10807e3bf021f3c1f78272107035a_original.png?crop=faces&w=48&h=27&fit=crop&v=1478198686&auto=format&q=92&s=a8e495e0c788d07aba15f1ecc1746ee4,12.2616608972615,Bassa
1252,1252,1252,failed,Campania,1136409154,9,technology,3669,3116.0,Apps,20000.0,https://ksr-ugc.imgix.net/assets/017/598/992/28e73efa6cdeaccb06ecffd2cea4fd02_original.png?crop=faces&w=48&h=27&fit=crop&v=1500665260&auto=format&q=92&s=3f4364363473d981dbc09771226cfe2d,0.0,Alta
1253,1253,1253,failed,Lazio,1137394407,13,technology,205,183.0,Apps,25000.0,https://ksr-ugc.imgix.net/assets/016/579/054/610b74e44d54b1e2010231ceb72ce513_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1494250702&auto=format&q=92&s=a2ced82a61b88572ff5a92cfdcabb071,0.0,Alta
1254,1254,1254,failed,Lazio,1138616968,2,food,20,19.0,Cookbooks,2000.0,https://ksr-ugc.imgix.net/assets/012/169/574/f7e4688f0f5de41771b9a1b613b7964f_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1463739308&auto=format&q=92&s=9ac6c058324760bf6361ce19e924317c,23.5280806621987,Bassa
1255,1255,1255,failed,Umbria,1138846439,10,technology,1352,1207.0,Wearables,70000.0,https://ksr-ugc.imgix.net/assets/012/385/527/e931f43f47491dfce31570c54f3fd3eb_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1463758320&auto=format&q=92&s=5d9bbdfe04b2a13f197c217e8b15305e,155.437597554329,Alta
1256,1256,1256,failed,Piemonte,1139853841,2,art,21,18.0,Illustration,400.0,https://ksr-ugc.imgix.net/assets/018/999/742/c1ca93e5f2b0c84b1d9d72721e4f8670_original.png?crop=faces&w=48&h=27&fit=crop&v=1509806478&auto=format&q=92&s=c48b08cbe45e8ae52cac59db49698f45,0.0,Bassa
1257,1257,1257,failed,Lombardia,1140817946,2,Film & Video,21,20.0,Drama,3000.0,https://ksr-ugc.imgix.net/assets/012/245/572/5ea95303dcb9141bc57d4adfc0313c1b_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1463745969&auto=format&q=92&s=26c843eae4194b4af0216a38f117ee15,70.8992365138354,Bassa
1258,1258,1258,successful,Toscana,1141799997,172,games,14102,12292.0,Tabletop Games,2000.0,https://ksr-ugc.imgix.net/assets/022/403/028/b2865ece93901ef5af890840cba74109_original.jpg?ixlib=rb-1.1.0&crop=faces&w=48&h=27&fit=crop&v=1535703600&auto=format&frame=1&q=92&s=5de42876a028253b1b2a4f1449d10480,23.6177876963011,Bassa
1259,1259,1259,failed,Sicilia,1144508106,2,Film & Video,2,2.0,Comedy,5000.0,https://ksr-ugc.imgix.net/assets/023/714/838/8e88ad34b4ad0494d2dd58dd7474aab8_original.jpg?ixlib=rb-1.1.0&crop=faces&w=48&h=27&fit=crop&v=1546811075&auto=format&frame=1&q=92&s=5225a92d0218f553eed3a0f06415d1b8,76.0074214124109,Media
1260,1260,1260,failed,Lombardia,1145009125,10,art,332,295.0,Digital Art,1300.0,https://ksr-ugc.imgix.net/assets/023/949/751/27589f48d0dc52d684f71389697a2cd1_original.jpg?ixlib=rb-1.1.0&crop=faces&w=48&h=27&fit=crop&v=1548948712&auto=format&frame=1&q=92&s=cce8b31bed92cf7bf6c02cb1bc5d039c,0.0,Bassa
1261,1261,1261,failed,Umbria,1145373507,3,fashion,606,489.0,Footwear,20000.0,https://ksr-ugc.imgix.net/assets/018/998/848/8a56f4d1fdbb9d855b613db39dc980d2_original.png?crop=faces&w=48&h=27&fit=crop&v=1510668278&auto=format&q=92&s=23e3dca1529d96fe2c14846f07f334f3,109.500589530796,Alta
1262,1262,1262,failed,Piemonte,1146784683,2,technology,2,2.0,Web,50000.0,https://ksr-ugc.imgix.net/assets/012/383/431/a3d5d57360766062cc3277a47e1cc57a_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1463758199&auto=format&q=92&s=b87bcff53ed6a69aaffd04dc2783dc38,-9.14653502714921,Alta
1263,1263,1263,failed,Sicilia,1147265300,34,photography,3585,3126.0,Photobooks,9785.0,https://ksr-ugc.imgix.net/assets/022/332/265/6d7c049858c0d26d2ba4f5b0a7ab5371_original.jpg?ixlib=rb-1.1.0&crop=faces&w=48&h=27&fit=crop&v=1535105786&auto=format&frame=1&q=92&s=9f453b63077d6e60d3b5d9c2b25698eb,6.08294427907614,Media
1264,1264,1264,failed,Umbria,1147390664,9,design,190,167.0,Typography,30000.0,https://ksr-ugc.imgix.net/assets/012/198/896/22fc16f5afa539fcb161c556df78dfc6_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1463741294&auto=format&q=92&s=b19b8f58620cd477af15b32a74dcb9f5,0.0,Alta
1265,1265,1265,failed,Emilia-Romagna,1149167382,2,fashion,21,19.0,Accessories,10000.0,https://ksr-ugc.imgix.net/assets/016/756/360/70746958402759b2c99673d7c685355e_original.png?crop=faces&w=48&h=27&fit=crop&v=1496233515&auto=format&q=92&s=e8545a718b0fdd71ea16c4c3f7f0fe47,15.8228375992548,Media
1266,1266,1266,successful,Toscana,1150584997,101,games,3303,2925.0,Playing Cards,2000.0,https://ksr-ugc.imgix.net/assets/012/269/240/065ece4f75789aa100e896938311c22e_original.png?crop=faces&w=48&h=27&fit=crop&v=1463748785&auto=format&q=92&s=ebbfb48b854fab2aa9b468880371aaad,47.8590438213432,Bassa
1267,1267,1267,successful,Piemonte,1150797504,564,games,42247,35790.0,Tabletop Games,15000.0,https://ksr-ugc.imgix.net/assets/018/694/491/f435f5ce057b466e69b634e79e1c76e8_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1509565521&auto=format&q=92&s=cd161bd2cc254b2fbe7dc7cd01d56be3,42.5384806499365,Media
1268,1268,1268,successful,Lombardia,1153244030,96,crafts,3293,2757.0,Publishing,2500.0,https://ksr-ugc.imgix.net/assets/016/927/632/a7a46ad4a0f11c21857b97b8379be1bd_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1496379433&auto=format&q=92&s=f1bd67e92d014a92c4fa0f019b7ead9b,28.0938360746714,Bassa
1269,1269,1269,successful,Lombardia,1154660636,61,design,2879,2635.0,Graphic Design,400.0,https://ksr-ugc.imgix.net/assets/012/301/855/749b6b209d5413ad9c750e3570c6fe3e_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1463753332&auto=format&q=92&s=b26171ae76169eabe418bb6c8bdb10aa,142.562138727118,Bassa
1270,1270,1270,failed,Lombardia,1159012905,5,publishing,44,40.0,Young Adult,15000.0,https://ksr-ugc.imgix.net/assets/012/180/724/68bd52e247b4449f39bf469b2a99a2c8_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1463739740&auto=format&q=92&s=66bbe834c0b5853d9f40206856f19df2,6.82562439386354,Media
1271,1271,1271,successful,Toscana,1159047716,32,games,1260,1071.0,Tabletop Games,200.0,https://ksr-ugc.imgix.net/assets/017/393/034/6ef64fd63f25e7e0c7da091153801b70_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1499322572&auto=format&q=92&s=1068af6fd2137517855ec844ee17c123,-16.1585012174807,Bassa
1272,1272,1272,successful,Lombardia,1159746940,1187,games,100265,89213.0,Tabletop Games,40000.0,https://ksr-ugc.imgix.net/assets/016/331/996/0044ffd40939737b6c2d5b347007948f_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1495700348&auto=format&q=92&s=f2e57dcc4901b6c08075bd6d23e71220,21.2152237492982,Alta
1273,1273,1273,failed,Lombardia,1161127388,1,art,33,30.0,Digital Art,3000.0,https://ksr-ugc.imgix.net/assets/012/226/957/7bc6a39e98bf820049fcc1f1e21dbaad_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1463744070&auto=format&q=92&s=27cafb0dd5753f352f12bb6c8bac3f07,9.89685201245047,Bassa
1274,1274,1274,successful,Emilia-Romagna,1161535239,15,publishing,1478,1288.0,Academic,1200.0,https://ksr-ugc.imgix.net/assets/012/420/367/3460f46b6e74322aab460ee91ba0900b_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1463760369&auto=format&q=92&s=e48b7324c1bddac5ea9858e3e5077ee0,0.0,Bassa
1275,1275,1275,failed,Liguria,1162995285,0,art,0,0.0,Installations,10000.0,https://ksr-ugc.imgix.net/assets/018/520/154/429dca804456af087e851ee39984a0a7_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1506613175&auto=format&q=92&s=092281bc5109693e1755336a83f4d000,56.546876257721,Media
1276,1276,1276,successful,Veneto,1164479894,25,games,157,141.0,Tabletop Games,50.0,https://ksr-ugc.imgix.net/assets/025/165/707/375e5bea0810d16f08e8855ffe7eb785_original.png?ixlib=rb-2.1.0&crop=faces&w=48&h=27&fit=crop&v=1558036085&auto=format&frame=1&q=92&s=f7a760ca949ab3540e1cafb016082c8a,76.2597951180028,Bassa
1277,1277,1277,successful,Puglia,1164678553,81,design,28901,24526.0,Product Design,10000.0,https://ksr-ugc.imgix.net/assets/018/838/353/ac94e34591581f2331b6f18b528510ca_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1511770913&auto=format&q=92&s=e24c8bc9e08a8bc0446e558aa4833d84,55.1709011014457,Media
1278,1278,1278,failed,Lombardia,1166896791,33,fashion,1066,949.0,Ready-to-wear,17000.0,https://ksr-ugc.imgix.net/assets/013/311/195/8502b0069aba6ec56ab0e738598e63b4_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1470676214&auto=format&q=92&s=2724c67ded63659f1d5fe569ec67b231,1.78453446059186,Alta
1279,1279,1279,failed,Lombardia,1167651658,3,technology,7,7.0,Apps,5000.0,https://ksr-ugc.imgix.net/assets/023/603/280/4d3a4fa2300fd86c798ea9e93979c591_original.jpg?ixlib=rb-1.1.0&crop=faces&w=48&h=27&fit=crop&v=1545313913&auto=format&frame=1&q=92&s=7f010e752c3eb27aa2c965fa618950f0,5.57325732240221,Media
1280,1280,1280,successful,Toscana,1167910218,78,technology,5283,4808.0,Gadgets,1500.0,https://ksr-ugc.imgix.net/assets/016/229/118/b80524492afd9d74e74c02abad923d82_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1493039906&auto=format&q=92&s=74d73ec6036985657b71a0924422cb85,18.8978783454822,Bassa
1281,1281,1281,failed,Campania,1168139284,1,food,10,10.0,Farms,450000.0,https://ksr-ugc.imgix.net/assets/012/288/035/758e1429d5993a7379b4a54072fe02a2_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1463751456&auto=format&q=92&s=a271ba15ad3abb5f1b2cdd9db9bd6b87,11.1263292265897,Alta
1282,1282,1282,failed,Piemonte,1169200996,51,technology,2829,2465.0,Hardware,28000.0,https://ksr-ugc.imgix.net/assets/012/249/239/53b8e89b8b5be273b49a5353ce9c94e1_original.png?crop=faces&w=48&h=27&fit=crop&v=1463746373&auto=format&q=92&s=e93ae7ef0b3833df8f370831b050a647,21.1525921282235,Alta
1283,1283,1283,failed,Lazio,1172240605,1,technology,1,1.0,Apps,10000.0,https://ksr-ugc.imgix.net/assets/025/102/592/21a59b9ac13de02ac52b45b264466663_original.png?ixlib=rb-2.1.0&crop=faces&w=48&h=27&fit=crop&v=1557596617&auto=format&frame=1&q=92&s=9708ae4c463bdc2c874ea59b5eb060af,34.5899255086696,Media
1284,1284,1284,failed,Piemonte,1173481435,2,Film & Video,88,75.0,Horror,1200.0,https://ksr-ugc.imgix.net/assets/018/695/247/3d1b252a96c5d4ec509fa49fae0c89da_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1507716095&auto=format&q=92&s=8caa388a7c887ada2a63d4ffe6be3790,37.8198046494049,Bassa
1285,1285,1285,failed,Lombardia,1173778382,2,technology,51,45.0,Web,160000.0,https://ksr-ugc.imgix.net/assets/017/016/100/4709ab649feffc1b4a24e5ad8ff92756_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1496926855&auto=format&q=92&s=3c9b5650d5622f11ba9179be79385498,11.7415919537776,Alta
1286,1286,1286,failed,Lazio,1176022545,5,technology,72,62.0,Apps,1000.0,https://ksr-ugc.imgix.net/assets/021/103/590/103defcfc6b06c49fb7fc4b042b5659d_original.png?ixlib=rb-1.1.0&crop=faces&w=48&h=27&fit=crop&v=1525338948&auto=format&frame=1&q=92&s=cfb87c71c77842de81c76c45053e587a,129.153265296927,Bassa
1287,1287,1287,failed,Piemonte,1176148100,0,technology,0,0.0,Software,1500.0,https://ksr-ugc.imgix.net/assets/012/451/771/260ce2bfadb1d064fc213b279fbaea89_original.png?crop=faces&w=48&h=27&fit=crop&v=1463761768&auto=format&q=92&s=41c22b74c6ca349f64eb219dea1a5314,-28.049150324903,Bassa
1288,1288,1288,failed,Emilia-Romagna,1177198298,1,art,30,25.0,Installations,600000.0,https://ksr-ugc.imgix.net/assets/020/190/608/47639da41683ee2b8d1c30f64caff463_original.JPG?crop=faces&w=48&h=27&fit=crop&v=1518274062&auto=format&q=92&s=bf232583db98c3b9a93d672d6301e367,26.9862243791437,Alta
1289,1289,1289,successful,Lombardia,1177270656,1050,games,130441,111662.41,Video Games,100000.0,https://ksr-ugc.imgix.net/assets/021/474/265/429d77d675719f7f8d97fd5da5717d0c_original.jpg?ixlib=rb-1.1.0&crop=faces&w=48&h=27&fit=crop&v=1528196616&auto=format&frame=1&q=92&s=0942a8ee852ae18c6f2bc037d632f4f9,9.37201065753172,Alta
1290,1290,1290,failed,Umbria,1177550738,28,games,1043,922.0,Playing Cards,15000.0,https://ksr-ugc.imgix.net/assets/022/234/514/bc703d8ff0aa35076d1f975058edefa1_original.jpg?ixlib=rb-1.1.0&crop=faces&w=48&h=27&fit=crop&v=1549204241&auto=format&frame=1&q=92&s=e4ad10dd677c38d0c759654d280c422c,18.4478807061779,Media
1291,1291,1291,failed,Emilia-Romagna,1178777847,56,fashion,11762,9965.0,Apparel,18000.0,https://ksr-ugc.imgix.net/assets/018/718/596/bc630237db88e01ee22079802478ceba_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1508708610&auto=format&q=92&s=aa86a8e10efe5602c32ef5b17a2d6d25,-1.42923083724682,Alta
1292,1292,1292,successful,Friuli Venezia Giulia,1179108491,19,games,214,201.0,Video Games,200.0,https://ksr-ugc.imgix.net/assets/015/110/519/f1496cf056526de832f9940cd5fec2c8_original.png?crop=faces&w=48&h=27&fit=crop&v=1483980473&auto=format&q=92&s=c0e69db24716ef71afc8b607df2b7172,5.29506129339242,Bassa
1293,1293,1293,failed,Puglia,1180815864,1,art,5363,5012.0,Public Art,20000.0,https://ksr-ugc.imgix.net/assets/014/573/705/9c9c8d90e9d6def7deb95f6f296d9cd6_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1479476625&auto=format&q=92&s=6b8c8735159f034d45f59f7a408924bf,15.401333722029,Alta
1294,1294,1294,failed,Trentino-Alto Adige,1181864328,0,art,0,0.0,Painting,2000.0,https://ksr-ugc.imgix.net/assets/012/179/783/d95c2b3ecd710e5dae4f3ff73fb656c6_original.jpg?crop=faces&w=48&h=27&fit=crop&v=1463739711&auto=format&q=92&s=9d8834a4fb2d926c22a7e1134b00b4cb,9.78451002405652,Bassa
